job_title,company_name,location,work_type,experience_level,date_posted,year,month,month_name,country,job_category,job_skills
Data Scientist,Myant,"Mississauga, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Scientist,"Python, C/C++, Machine Learning Algorithms, Signal Processing Algorithms, Biosignal Processing, Feature Extraction, Feature Selection, Sampling Strategies, Hyperparameter Optimization, scikitlearn, Seaborn, Plotly, Pytorch/Tensorflow, Electrocardiogram, Electromyogram, Electroencephalogram, Photoplethysmogram, IMU Signals, TimeDomain, FrequencyDomain, DiscreteTime Signal Processing, Clinical Studies, Data Collection, Medical Devices, Pharmaceuticals, Medical Technology, Healthcare, Consumer Electronics, Wearables, StartUps, Growth Companies"
Startup Founder | Data Scientist/Machine Learning/AI Expert & Startup Founder,Antler,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Machine Learning Engineer,"Data Science, Machine Learning, Artificial Intelligence, Product Development, Analytical Skills, Data Collection, Data Exploration, Hypothesis Testing, Statistical Modeling, Model Design, Model Development, Model Implementation, ProofofConcept, Preproduct Prototypes, Team Leadership, Project Management, ProblemSolving, Leadership, Cofounder, Pitching, Canadian Citizenship, PR Card, Venture Capital, Investment, Entrepreneurship, Startup Hypothesis, Global Network"
Senior Data Engineer,Clio - Cloud-Based Legal Technology,"Calgary, Alberta, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Engineer,"Senior Data Engineer, Data Engineering, Cloud Data Analytics Services, Data Warehousing, Data Visualization, SQL, Python, Scala, Ruby, AWS, Hadoop, Spark, Kafka, Airflow, dbt, Redshift, Model and Design of DB schemas, Data ingestion techniques, ETL/ELT processes, Data Lakes, Data Warehouses, Data System Creation, Data Integrity, Test Design, Analysis, Validation, Documentation, Collaboration, Communication, Data Trustworthiness, Data Platform, Mentorship, Competitive Salary, Health Benefits, Dental Insurance, Vision Insurance, Hybrid Work Environment, Flexible Time Off, Counseling Benefit, RRSP Matching, RESP Contribution, Clioversary Recognition Program, Diversity, Inclusion, Belonging, Equity, Accessibility"
Financial Data Analyst,Charger Logistics Inc.,"Brampton, Ontario, Canada",Onsite,Associate,2024-01-12,2024,1,January,Canada,Data Analyst,"Microsoft SQL Server, Microsoft Dynamics, Tableau, Power BI, Corporate finance, Investment banking, Corporate FP&A, Consulting, Public accounting, Corporate banking, Presentation skills, Writing skills, Undergraduate degree in finance accounting or economics, Lenders and debt capital markets, Financial accounting, GAAP, Financial reporting, Financial analysis, Financial forecasting, Financial reconciliation, Financial managerial reporting, Financial business intelligence"
Business Intelligence Analyst - Bilingual,Nigel Frank International,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Business Intelligence, Data Warehousing, Communication, Project Management, BI Strategy, French Language"
Principal Scientist – Protein Machine Learning,Roche,"Mississauga, Ontario, Canada",Onsite,Associate,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, Protein Engineering, Python, scikitlearn, PyTorch, TensorFlow, Linux, Cloud Computing, CPUs, GPUs, Analytical Skills, Communication Skills, Collaborative Skills, AI/ML Methods, Protein Sequence Analysis, Protein Structure Analysis, Data Analysis, Data Visualization, Experimental Design, Data Collection, Algorithm Design, Protein Biochemistry, Molecular Biology, Engineering"
Machine Learning Engineer,Shakudo,"Toronto, Ontario, Canada",Onsite,Associate,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, Software Engineering, Product Evangelism, Kubernetes, Open Source, Data Stack Components, SOTA Methods, Data Engineering, Distributed Computing, Cloud Infrastructure, DBT, Apache Spark, Airflow, Dagster, Trino, PyTorch, Tensorflow, Huggingface, LangChain, Documentation, Data Tooling Landscape, Master's Degree in Computer Science, 3+ Years of Experience, ProblemSolving Skills, Communication, Presentation, RelationshipBuilding"
Machine Learning Engineer (Canada - Contract),Infotree Global Solutions,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, Data Engineering, Spark, Airflow, DataBricks, Kubernetes, AWS, Python, Scala, Java, Hadoop, Hive, Kafka, Kinesis, TensorFlow, PyTorch, SQL, Relational Tables, Cloud Services, Workflow Orchestration, Agile Development, Distributed Teams"
"Data Scientist, Decisions",Lyft,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Scientist,"Data Science, Analysis, SQL, Programming, Python, R, Statistics, Economics, Applied Math, Operations Research, Engineering, Data Visualization, Data Pipelines, Machine Learning, Frameworks, Business Intelligence, Product Management, Stakeholder Management, Communication, Collaboration, ProblemSolving, Attention to Detail"
Senior Machine Learning Engineer - 18672,The Headhunters Recruitment,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, NLP, LLM, Conversational AI, Generative AI, Finetuning, Model training, Problemsolving, Leadership, Teamwork, Communication, Curiosity, Creativity, Passion, Independence, Research, Engineering, Linux, Python, C++, SQL, Software development, Model deployment, Business goals"
Lead Data Scientist,Logikk,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Scientist,"Data Science, Machine Learning, Realtime data processing, Offline data processing, Machine Learning algorithms, Predictive modeling, Business challenges, Artificial Intelligence, Machine Learning tools, Community involvement, Leadership"
Machine Learning Scientist (Biology or Chemistry Experience),ProteinQure,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Machine learning, Natural language processing, Computer vision, Highperformance computing, GPUs, TPUs, Biophysical modeling, Quantum computing, Data analysis, Protein sequence, Protein structure, Supervised learning, Unsupervised learning, Protein structure prediction, Proteinprotein interaction prediction, Protein property prediction, Predictive tools, Optimization protocols, ProteinQure platform, Cloud computing, Scalable infrastructure, Distributed version control, Git"
Senior Data Scientist - NLP,Conexiom,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Scientist,"Machine Learning, Deep Learning, Natural Language Processing, Computer Vision, Pandas, NumPy, ScikitLearn, TensorFlow, PyTorch, Keras, Large Language Models, Agile development, Docker, Kubernetes, Azure, Python, Statistics, Applied Mathematics, Physics, Engineering, Computer Science"
Senior Machine Learning Engineer,Hour Consulting,"North York, Ontario, Canada",Onsite,Associate,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, NLP, CV, Python, SQL, Numpy, Pandas, SciKit Learn, XGB, PyTorch, TensorFlow, OpenCV, Docker, Linux, API development"
Business Intelligence Engineer,Hour Consulting,"North York, Ontario, Canada",Onsite,Associate,2024-01-12,2024,1,January,Canada,BI Analyst,"AWS Redshift, ETL, Data Modeling, Data Analysis, Data Visualization, Dashboards, Reporting, SQL, Tableau, Power BI, Business Intelligence, Python, AWS Lambda, AWS Glue, Agile, Data Quality Assurance, Data Extraction, Data Loading, Data Warehouses, Computer Science, Data Science, Business Analytics, AWS Certifications"
Senior AWS Data Engineer - 6-Month Contract,Hour Consulting,"Toronto, Ontario, Canada",Onsite,Associate,2024-01-12,2024,1,January,Canada,Data Engineer,"Senior Data Engineer, Python, SQL, AWS, AWS S3, AWS Glue, AWS Redshift, AWS Lambda, AWS Step Functions, Data Warehouse, Data Analytics, Data Pipelines, Data Models, Data Visualization, Data Security, Cloudnative Data Architecture, Data Storage, Data Processing, Data Analysis, Work Ethic, Technology Enthusiasm, Stress Tolerance, Adaptability, Team Collaboration, Continuous Learning, AWS Ecosystem"
Expert Data Analyst,Procom,"Burnaby, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Architecture, Data Modelling, Data Requirements, Data Migration, Data Security, Data Integration, Data Analysis, Data Warehousing, Data Visualization, Data Governance, Data Quality, Data Dictionary, Database Technologies, SQL, NoSQL, ETL Tools, Data Mining, Machine Learning, Artificial Intelligence, Business Intelligence, Project Management, Stakeholder Management, Communication Skills, Presentation Skills, Facilitation Skills, English Language Proficiency, Healthcare Experience"
"Data Scientist, Specialist",Vanguard,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Scientist,"Data Science, Artificial Intelligence, Machine Learning, Neural Networks, Decision Trees, Clustering, Pattern Recognition, Probability Theory, Stochastic Systems, Bayesian Inference, Statistical Techniques, Deep Learning, Supervised Learning, Unsupervised Learning, Graph Machine Learning, Big Data Technologies, Cloud Computing, Opensource Software Tools, AI/ML Platforms, TensorFlow, Keras, PyTorch, scikitlearn, H2O, NLP, Spark MLlib, LLM, GenAI, SQL, NoSQL, Cassandra, MongoDB, Kafka, Scala, Spark, Java"
Senior Data Engineer,ClickJobs.io,"Calgary, Alberta, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Engineer,"Data engineering, Architecture, ETL/ELT, Data modeling, Data transformation, Business intelligence, Data security, Master data management, Python, Informatica, Fivetran, Snowflake, Cloud data lakes, Delta lakes, CI/CD, DevOps, ERP systems, Apex, Onbase, Command, Analytical skills, Communication skills, Attention to detail, Organizational skills, Ability to adapt to evolving technologies, Proactive problemsolving, Continuous learning, Bachelor's degree in Computer Science or Information Technology"
Business Intelligence Developer,Soho Square Solutions,"Montreal, Quebec, Canada",Onsite,Associate,2024-01-12,2024,1,January,Canada,BI Analyst,"Issue Management Controls, Business requirements, PowerBI, Data quality, Data reconciliation, GRC Platform, Communication, Microsoft Office (Excel Word Powerpoint), Microsoft Power BI, VBA, Adaptability, Autonomy, Organization, Interpersonal skills"
Senior Data Engineer,WorkatHome-JobBoard,"Calgary, Alberta, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Architecture, ETL Development and Testing, Data Modeling, Data Pipelines, Python, Snowflake, Powershell, Fivetran, Coalesce, DBT, Informatica, CI/CD, DevOps, ERP Systems, Apex, Onbase, Command, CDC, Batch, Streaming, APIs, Data Transformation, Data Security, Master Data Management, Business Intelligence, Cloud Data Lakes, Delta Lakes, Managed Data Warehouse Solutions, Strong Analytical Skills, Excellent Communication Skills, Attention to Detail, Strong Organizational Skills, Ability to Adapt to Evolving Technologies, Proactive Approach to ProblemSolving, Continuous Learning, Bachelor's Degree in Computer Science or Information Technology"
"Senior Data Engineer, Public Company",Recruiting from Scratch,"Calgary, Alberta, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Engineer,"Automation, Continuous Delivery, TDD, Big Data, Hadoop, HDFS, Spark, Data Engineering, Python, SQL, Snowflake, Kafka, Airflow, Kubernetes, Docker, Helm, Stream processing, Data Warehousing, ETL, Dimensional Modeling, Data Governance, Security, Scalability, R&D, Prototyping, Agile Engineering Practices, Unit Testing, Pair Programming, Continuous Integration, Deployment, Legal Compliance, Data Classification, Data Retention"
Optical Algorithms & Analytics Engineer (Co-op),Lumentum,"Ottawa, Ontario, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Analytics,"Python, VB.Net, MATLAB, Numerical and statistical analysis, Data analysis, Data sets, Software development, Test engineering, Algorithm development, Experimental validation, Design principles, Applied Math, MathematicalPhysics, Physics, Nanotechnology engineering, Computer Science, Computer Engineering, Verbal communication, Written Communication"
"Senior Data Engineer, Public Company",Recruiting from Scratch,"Edmonton, Alberta, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Engineer,"Data Engineering, Realtime streaming technologies, TDD, Automation, Continuous delivery, Product teams, Model building, APIs, Analysis, Engagement, Realtime insights, Market share, Revenue, Data products, Data governance, Security, Scalability, ETL, S3, Snowflake, Kafka, Spark, Data Scientists, SREs, Product Managers, Python, Big data technologies, Relational databases, SQL, Agile engineering practices, Streamprocessing systems, Kafka, Storm, SparkStreaming, Dimensional data modeling, Schema design, Data Warehouses, ETL, Ethical hacking, Compliance, Data management tools, Data classification, Retention"
Business Intelligence Developer (Permanent),Babcock International Group,"Ottawa, Ontario, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,BI Analyst,"Report Writing, ETL Tools, Power BI, SSRS, SQL, Crystal, Kimball Methodology, SSMS, SSIS, SSAS, Data Warehousing, Analytical Skills, Data Validation, DevOps, Agile, Waterfall, Problem Resolution, Microsoft Office Suite, Canadian Secret Security Clearance, Wellness Days, Supportive WorkLife Balance, Comprehensive Health and Dental Benefits, Pregnancy and Parental Leave TopUp, Employer Matching of Employee Retirement Contribution, Employee Recognition and Bonus Programs, Support of Professional Development, Relocation Assistance"
